"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-08","0.00","0.0","0.0",,"64","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-09","0.00","0.0","0.0",,"65","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-10","0.32","0.0","0.0",,"58","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-11","0.03","0.0","0.0",,"56","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-12","0.00","0.0","0.0",,"57","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-13","0.53","0.0","0.0",,"55","40",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-14","0.00","0.0","0.0",,"55","39",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-15","0.00","0.0","0.0",,"59","38",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-16","0.00","0.0","0.0",,"63","40",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-17","0.00","0.0","0.0",,"66","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-18","0.00","0.0","0.0",,"63","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-19","0.00","0.0","0.0",,"68","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-20","0.00","0.0","0.0",,"72","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-21","0.12","0.0","0.0",,"62","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-22","0.00","0.0","0.0",,"60","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-23","0.08","0.0","0.0",,"54","46",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-24","0.09","0.0","0.0",,"56","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-25","0.00","0.0","0.0",,"58","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-26","0.00","0.0","0.0",,"62","40",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-27","0.00","0.0","0.0",,"78","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-28","0.17","0.0","0.0",,"60","48",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-29","0.02","0.0","0.0",,"64","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-04-30","0.00","0.0","0.0",,"62","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-01","0.00","0.0","0.0",,"64","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-02","0.00","0.0","0.0",,"63","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-03","0.00","0.0","0.0",,"67","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-04","0.00","0.0","0.0",,"64","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-05","0.57","0.0","0.0",,"59","45",,,,,"    1",,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-06","0.00","0.0","0.0",,"61","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-07","0.00","0.0","0.0",,"67","41",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-08","0.00","0.0","0.0",,"71","46",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-09","0.00","0.0","0.0",,"77","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-10","0.00","0.0","0.0",,"69","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-11","0.00","0.0","0.0",,"61","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-12","0.12","0.0","0.0",,"62","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-13","0.20","0.0","0.0",,"55","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-14","0.01","0.0","0.0",,"64","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-15","0.00","0.0","0.0",,"68","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-16","0.00","0.0","0.0",,"60","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-17","0.00","0.0","0.0",,"68","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-18","0.00","0.0","0.0",,"73","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-19","0.00","0.0","0.0",,"73","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-20","0.00","0.0","0.0",,"76","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-21","0.00","0.0","0.0",,"78","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-22","0.00","0.0","0.0",,"64","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-23","0.01","0.0","0.0",,"62","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-24","0.00","0.0","0.0",,"65","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-25","0.00","0.0","0.0",,"61","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-26","0.00","0.0","0.0",,"69","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-27","0.00","0.0","0.0",,"76","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-28","0.00","0.0","0.0",,"79","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-29","0.00","0.0","0.0",,"81","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-30","0.00","0.0","0.0",,"71","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-05-31","0.00","0.0","0.0",,"75","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-01","0.09","0.0","0.0",,"62","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-02","0.00","0.0","0.0",,"65","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-03","0.00","0.0","0.0",,"67","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-04","0.00","0.0","0.0",,"73","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-05","0.00","0.0","0.0",,"78","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-06","0.00","0.0","0.0",,"82","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-07","0.00","0.0","0.0",,"83","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-08","0.00","0.0","0.0",,"83","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-09","0.00","0.0","0.0",,"83","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-10","0.00","0.0","0.0",,"80","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-11","0.00","0.0","0.0",,"76","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-12","0.00","0.0","0.0",,"71","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-13","0.00","0.0","0.0",,"74","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-14","0.00","0.0","0.0",,"79","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-15","0.00","0.0","0.0",,"82","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-16","0.00","0.0","0.0",,"72","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-17","0.00","0.0","0.0",,"77","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-18","0.01","0.0","0.0",,"76","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-19","0.04","0.0","0.0",,"72","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-20","0.00","0.0","0.0",,"74","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-21","0.00","0.0","0.0",,"78","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-22","0.00","0.0","0.0",,"76","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-23","0.00","0.0","0.0",,"79","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-24","0.00","0.0","0.0",,"79","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-25","0.00","0.0","0.0",,"86","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-26","0.00","0.0","0.0",,"87","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-27","0.00","0.0","0.0",,"90","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-28","0.00","0.0","0.0",,"82","65",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-29","0.01","0.0","0.0",,"89","65",,,,,,,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-06-30","0.00","0.0","0.0",,"86","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-01","0.00","0.0","0.0",,"89","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-02","0.00","0.0","0.0",,"92","64",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-03","0.00","0.0","0.0",,"90","65",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-04","0.00","0.0","0.0",,"90","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-05","0.00","0.0","0.0",,"89","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-06","0.00","0.0","0.0",,"87","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-07","0.00","0.0","0.0",,"80","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-08","0.00","0.0","0.0",,"85","59",,,,,,,,,,"    1"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-09","0.00","0.0","0.0",,"86","60",,,,,,,,,,"    1"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-10","0.00","0.0","0.0",,"72","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-11","0.00","0.0","0.0",,"73","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-12","0.00","0.0","0.0",,"80","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-13","0.00","0.0","0.0",,"78","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-14","0.00","0.0","0.0",,"80","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-15","0.00","0.0","0.0",,"79","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-16","0.00","0.0","0.0",,"78","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-17","0.00","0.0","0.0",,"80","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-18","0.00","0.0","0.0",,"90","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-19","0.00","0.0","0.0",,"96","64",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-20","0.00","0.0","0.0",,"79","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-21","0.00","0.0","0.0",,"73","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-22","0.00","0.0","0.0",,"78","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-23","0.00","0.0","0.0",,"79","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-24","0.05","0.0","0.0",,"77","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-25","0.09","0.0","0.0",,"68","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-26","0.90","0.0","0.0",,"71","57",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-27","0.00","0.0","0.0",,"75","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-28","0.00","0.0","0.0",,"81","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-29","0.00","0.0","0.0",,"87","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-30","0.00","0.0","0.0",,"90","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-07-31","0.00","0.0","0.0",,"90","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-01","0.00","0.0","0.0",,"89","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-02","0.00","0.0","0.0",,"87","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-03","0.00","0.0","0.0",,"82","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-04","0.00","0.0","0.0",,"77","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-05","0.03","0.0","0.0",,"70","58",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-06","0.00","0.0","0.0",,"78","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-07","0.00","0.0","0.0",,"80","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-08","0.00","0.0","0.0",,"80","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-09","0.00","0.0","0.0",,"82","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-10","0.00","0.0","0.0",,"82","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-11","0.00","0.0","0.0",,"84","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-12","0.15","0.0","0.0",,"83","63",,,,,,,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-13","0.00","0.0","0.0",,"82","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-14","0.90","0.0","0.0",,"66","59",,,,,,,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-15","0.06","0.0","0.0",,"70","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-16","0.00","0.0","0.0",,"76","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-17","0.00","0.0","0.0",,"81","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-18","0.00","0.0","0.0",,"84","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-19","0.00","0.0","0.0",,"89","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-20","0.00","0.0","0.0",,"74","59",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-21","0.00","0.0","0.0",,"73","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-22","0.00","0.0","0.0",,"78","55",,,,,,,,,,"    1"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-23","0.00","0.0","0.0",,"82","56",,,,,,,,,,"    1"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-24","0.00","0.0","0.0",,"75","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-25","0.00","0.0","0.0",,"77","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-26","0.00","0.0","0.0",,"82","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-27","0.00","0.0","0.0",,"84","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-28","0.01","0.0","0.0",,"74","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-29","1.28","0.0","0.0",,"74","57","  140","  150","21.0","42.9","    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-30","0.19","0.0","0.0",,"70","56","  190","  200","10.1","21.9",,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-08-31","0.08","0.0","0.0",,"65","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-01","0.13","0.0","0.0",,"65","59",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-02","0.00","0.0","0.0",,"68","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-03","0.00","0.0","0.0",,"67","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-04","0.00","0.0","0.0",,"65","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-05","0.01","0.0","0.0",,"68","47",,,,,,,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-06","0.21","0.0","0.0",,"61","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-07","0.00","0.0","0.0",,"72","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-08","0.00","0.0","0.0",,"74","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-09","0.00","0.0","0.0",,"76","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-10","0.00","0.0","0.0",,"76","58",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-11","0.00","0.0","0.0",,"79","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-12","0.00","0.0","0.0",,"80","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-13","0.10","0.0","0.0",,"66","58",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-14","0.00","0.0","0.0",,"63","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-15","0.00","0.0","0.0",,"65","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-16","0.06","0.0","0.0",,"69","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-17","0.38","0.0","0.0",,"63","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-18","0.00","0.0","0.0",,"67","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-19","0.00","0.0","0.0",,"72","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-20","0.18","0.0","0.0",,"74","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-21","0.00","0.0","0.0",,"67","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-22","0.00","0.0","0.0",,"67","46",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-23","0.00","0.0","0.0",,"70","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-24","0.00","0.0","0.0",,"75","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-25","0.04","0.0","0.0",,"61","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-26","0.00","0.0","0.0",,"64","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-27","0.00","0.0","0.0",,"64","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-28","0.00","0.0","0.0",,"69","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-29","0.00","0.0","0.0",,"74","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-09-30","0.00","0.0","0.0",,"64","47",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-01","0.00","0.0","0.0",,"71","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-02","0.17","0.0","0.0",,"59","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-03","0.00","0.0","0.0",,"67","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-04","0.00","0.0","0.0",,"72","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-05","0.00","0.0","0.0",,"74","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-06","0.00","0.0","0.0",,"65","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-07","0.42","0.0","0.0",,"60","57",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-08","0.00","0.0","0.0",,"65","56",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-09","0.02","0.0","0.0",,"66","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2015-10-10","0.99","0.0","0.0",,"68","56",,,,,"    1",,,,,
